专业名称
食品药品环境犯罪侦查技术
低空安全管理
农学
园艺
植物保护
植物科学与技术
种子科学与工程
设施农业科学与工程
茶学
烟草
应用生物科学
农艺教育
园艺教育
智慧农业
菌物科学与工程
农药化肥
生物农药科学与工程
生物育种科学
生物育种技术
农业资源与环境
野生动物与自然保护区管理
水土保持与荒漠化防治
生物质科学与工程
土地科学与技术
湿地保护与恢复
国家公园建设与管理
生态修复学
盐碱地科学与工程
动物科学
蚕学
蜂学
经济动物学
马业科学
饲料工程
智慧牧业科学与工程
动物医学
动物药学
动植物检疫
实验动物学
中兽医学
兽医公共卫生
林学
园林
森林保护
经济林
智慧林业
水产养殖学
海洋渔业科学与技术
水族科学与技术
水生动物医学
智慧渔业
草业科学
草坪科学与工程
基础医学
生物医学
生物医学科学
临床医学
麻醉学
医学影像学
眼视光医学
精神医学
放射医学
儿科学
口腔医学
预防医学
食品卫生与营养学
妇幼保健医学
卫生监督
全球健康学
运动与公共健康
中医学
针灸推拿学
藏医学
蒙医学
维医学
壮医学
哈医学
傣医学
回医学
中医康复学
中医养生学
中医儿科学
中医骨伤科学
中西医临床医学
药学
药物制剂
临床药学
药事管理
药物分析
药物化学
海洋药学
化妆品科学与技术
药物经济与管理
中药学
中药资源与开发
藏药学
蒙药学
中药制药
中草药栽培与鉴定
法医学
医学检验技术
医学实验技术
医学影像技术
眼视光学
康复治疗学
口腔医学技术
卫生检验与检疫
听力与言语康复学
康复物理治疗
康复作业治疗
健康与医疗保障
老年医学与健康
核医学工程
护理学
助产学
管理科学
信息管理与信息系统
工程管理
房地产开发与管理
工程造价
保密管理
邮政管理
大数据管理与应用
工程审计
计算金融
应急管理
工商管理
市场营销
会计学
财务管理
国际商务
人力资源管理
审计学
资产评估
物业管理
文化产业管理
劳动关系
体育经济与管理
财务会计教育
市场营销教育
零售业管理
创业管理
海关稽查
内部审计
商业人工智能
农林经济管理
农村区域发展
乡村治理
公共事业管理
行政管理
劳动与社会保障
土地资源管理
城市管理
海关管理
交通管理
海事管理
公共关系学
健康服务与管理
海警后勤管理
医疗产品管理
医疗保险
养老服务管理
海关检验检疫安全
海外安全管理
自然资源登记与管理
慈善管理
航空安防管理
无障碍管理
人才发展与管理
数字公共治理
图书馆学
档案学
信息资源管理
数据资源与数据智能
物流管理
物流工程
采购管理
供应链管理
工业工程
标准化工程
质量管理工程
电子商务
电子商务及法律
跨境电子商务
旅游管理
酒店管理
会展经济与管理
旅游管理与服务教育
国际邮轮管理
数字文旅
艺术史论
艺术管理
非物质文化遗产保护
音乐表演
音乐学
作曲与作曲技术理论
舞蹈表演
舞蹈学
舞蹈编导
舞蹈教育
航空服务艺术与管理
流行音乐
音乐治疗
流行舞蹈
音乐教育
冰雪舞蹈表演
舞蹈治疗
音乐科技
乐器智造
表演
戏剧学
电影学
戏剧影视文学
广播电视编导
戏剧影视导演
戏剧影视美术设计
录音艺术
播音与主持艺术
动画
影视摄影与制作
影视技术
戏剧教育
曲艺
音乐剧
数字戏剧
数字演艺设计
智能影像艺术
美术学
绘画
雕塑
摄影
书法学
中国画
实验艺术
跨媒体艺术
文物保护与修复
漫画
纤维艺术
科技艺术
美术教育
虚拟空间艺术
艺术治疗
艺术设计学
视觉传达设计
环境设计
产品设计
服装与服饰设计
公共艺术
工艺美术
数字媒体艺术
艺术与科技
陶瓷艺术设计
新媒体艺术
包装设计
珠宝首饰设计与工艺
人居设计
游戏艺术设计
未来机器人
交叉工程
低空技术与工程
集成电路科学与工程
碳中和科学与工程
智慧城市与空间规划
智能医学工程
生物医药数据科学
智能影像工程
医工学
医疗器械与装备工程
具身智能
脑机科学与技术
工程互联网
深地科学与工程
应用伦理
理论经济学
应用经济学
金融
应用统计
税务
保险
政治学
公安学
中共党史党建学
纪检监察学
法律
警务
国际事务
体育学
教育
体育
国际中文教育
应用心理
中国语言文学
外国语言文学
新闻传播学
新闻与传播
出版
中国史
博物馆
数学
地理学
生物学
系统科学
科学技术史
气象
力学
光学工程
仪器科学与技术
动力工程及工程热物理
电气工程
信息与通信工程
控制科学与工程
水利工程
测绘科学与技术
化学工程与技术
地质资源与地质工程
矿业工程
石油与天然气工程
纺织科学与工程
轻工技术与工程
交通运输工程
航空宇航科学与技术
兵器科学与技术
核科学与技术
林业工程
城乡规划学
安全科学与工程
公安技术
建筑
电子信息
机械
材料与化工
资源与环境
能源动力
土木水利
生物与医药
作物学
园艺学
畜牧学
兽医学
水产
草学
水土保持与荒漠化防治学
农业
兽医
林业
食品与营养
公共卫生与预防医学
中西医结合
特种医学
公共卫生
护理
中药
中医
医学技术
针灸
军事思想与军事历史
战略学
联合作战学
军兵种作战学
军队指挥学
军队政治工作学
军事后勤学
军事装备学
军事管理学
军事训练学
军事智能
联合作战指挥
军兵种作战指挥
作战指挥保障
战时政治工作
后勤与装备保障
军事训练与管理
管理科学与工程
工商管理学
公共管理学
公共管理
会计
图书情报
审计
艺术学
音乐
舞蹈
戏剧与影视
戏曲与曲艺
美术与书法
设计
设计学
纳米科学与工程
文物
密码
马克思主义哲学
中国哲学
外国哲学
美学
科学技术哲学
政治经济学
经济思想史
经济史
西方经济学
世界经济
人口、资源与环境经济学
国民经济学
区域经济学
产业经济学
国际贸易学
数量经济学
国防经济
法学理论
法律史
宪法学与行政法学
刑法学
民商法学
诉讼法学
经济法学
环境与资源保护法学
国际法学
军事法学
政治学理论
中外政治制度
科学社会主义与国际共产主义运动
中共党史
国际关系
人口学
民俗学
马克思主义民族理论与政策
中国少数民族经济
中国少数民族史
中国少数民族艺术
马克思主义基本原理
马克思主义发展史
马克思主义中国化研究
国外马克思主义研究
中国近现代史基本问题研究
教育学原理
课程与教学论
教育史
比较教育学
学前教育学
高等教育学
成人教育学
职业技术教育学
特殊教育学
基础心理学
发展与教育心理学
体育人文社会学
体育教育训练学
民族传统体育学
文艺学
语言学及应用语言学
汉语言文字学
中国古典文献学
中国古代文学
中国现当代文学
比较文学与世界文学
英语语言文学
俄语语言文学
法语语言文学
德语语言文学
日语语言文学
印度语言文学
西班牙语语言文学
阿拉伯语语言文学
欧洲语言文学
亚非语言文学
外国语言学及应用语言学
考古学及博物馆学
史学理论及史学史
历史地理学
历史文献学
专门史
中国古代史
中国近现代史
基础数学
计算数学
概率论与数理统计
应用数学
运筹学与控制论
理论物理
粒子物理与原子核物理
原子与分子物理
等离子体物理
凝聚态物理
光学
无线电物理
无机化学
分析化学
有机化学
物理化学
高分子化学与物理
天体物理
天体测量与天体力学
自然地理学
人文地理学
地图学与地理信息系统
气象学
大气物理学与大气环境
物理海洋学
海洋化学
海洋生物学
海洋地质
固体地球物理学
空间物理学
矿物学、岩石学、矿床学
古生物学与地层学
构造地质学
第四纪地质学
植物学
动物学
生理学
水生生物学
微生物学
神经生物学
遗传学
发育生物学
细胞生物学
生物化学与分子生物学
生物物理学
系统理论
系统分析与集成
一般力学与力学基础
固体力学
流体力学
机械制造及其自动化
机械设计及理论
精密仪器及机械
测试计量技术及仪器
材料物理与化学
材料学
材料加工工程
冶金物理化学
钢铁冶金
有色金属冶金
工程热物理
热能工程
动力机械及工程
流体机械及工程
制冷及低温工程
化工过程机械
电机与电器
电力系统及其自动化
高电压与绝缘技术
电力电子与电力传动
电工理论与新技术
物理电子学
电路与系统
微电子学与固体电子学
电磁场与微波技术
通信与信息系统
信号与信息处理
控制理论与控制工程
检测技术与自动化装置
系统工程
模式识别与智能系统
导航、制导与控制
计算机系统结构
计算机软件与理论
计算机应用技术
建筑历史与理论
建筑设计及其理论
建筑技术科学
岩土工程
结构工程
市政工程
供热、供燃气、通风及空调工程
防灾减灾工程及防护工程
桥梁与隧道工程
水文学及水资源
水力学及河流动力学
水工结构工程
港口、海岸及近海工程
大地测量学与测量工程
摄影测量与遥感
地图制图学与地理信息工程
化学工程
化学工艺
生物化工
工业催化
矿产普查与勘探
地球探测与信息技术
安全技术及工程
油气井工程
油气田开发工程
纺织材料与纺织品设计
纺织化学与染整工程
制浆造纸工程
制糖工程
发酵工程
皮革化学与工程
道路与铁道工程
交通信息工程及控制
交通运输规划与管理
载运工具运用工程
船舶与海洋结构物设计制造
飞行器设计
航空宇航推进理论与工程
航空宇航制造工程
人机与环境工程
武器系统与运用工程
兵器发射理论与技术
火炮、自动武器与弹药工程
军事化学与烟火技术
核能科学与工程
核燃料循环与材料
核技术及应用
辐射防护及环境保护
农业机械化工程
农业水土工程
农业生物环境与能源工程
农业电气化与自动化
木材科学与技术
林产化学加工工程
食品科学
粮食、油脂及植物蛋白工程
农产品加工及贮藏工程
水产品加工及贮藏工程
作物栽培学与耕作学
作物遗传育种
果树学
蔬菜学
土壤学
植物营养学
植物病理学
农业昆虫与害虫防治
农药学
动物遗传育种与繁殖
动物营养与饲料科学
特种经济动物饲养
基础兽医学
预防兽医学
临床兽医学
林木遗传育种
森林培育
森林保护学
森林经理学
野生动植物保护与利用
园林植物与观赏园艺
水产养殖
捕捞学
渔业资源
人体解剖与组织胚胎学
免疫学
病原生物学
病理学与病理生理学
航空、航天与航海医学
内科学
老年医学
神经病学
精神病与精神卫生学
皮肤病与性病学
影像医学与核医学
临床检验诊断学
外科学
妇产科学
眼科学
耳鼻咽喉科学
肿瘤学
康复医学与理疗学
运动医学
急诊医学
口腔基础医学
口腔临床医学
流行病与卫生统计学
劳动卫生与环境卫生学
营养与食品卫生学
儿少卫生与妇幼保健学
卫生毒理学
军事预防医学
中医基础理论
中医临床基础
中医医史文献
方剂学
中医诊断学
中医内科学
中医外科学
中医妇科学
中医五官科学
民族医学
中西医结合基础
中西医结合临床
药剂学
生药学
药物分析学
微生物与生化药学
药理学
军事思想
军事历史
军事战略学
战争动员学
联合战役学
军种战役学
合同战术学
兵种战术学
作战指挥学
军事运筹学
军事通信学
军事情报学
密码学
军事组织编制学
军队管理学
后方专业勤务
企业管理
技术经济及管理
农业经济管理
林业经济管理
社会医学与卫生事业管理
教育经济与管理
社会保障
情报学
戏剧戏曲学
广播电视艺术学
设计艺术学
法律（非法学）
法律（法学）
教育管理
学科教学（思政）
学科教学（语文）
学科教学（数学）
学科教学（物理）
学科教学（化学）
学科教学（生物）
学科教学（英语）
学科教学（历史）
学科教学（地理）
学科教学（音乐）
学科教学（体育）
学科教学（美术）
现代教育技术
心理健康教育
科学与技术教育
职业技术教育
体育教学
竞赛组织
社会体育指导
英语笔译
英语口译
俄语笔译
俄语口译
日语笔译
日语口译
法语笔译
法语口译
德语笔译
德语口译
朝鲜语笔译
朝鲜语口译
新一代电子信息技术（含量子技术等）
通信工程（含宽带网络、移动通信等）
集成电路工程
计算机技术
控制工程
仪器仪表工程
光电信息工程
大数据技术与工程
网络与信息安全
航空工程
航天工程
船舶工程
兵器工程
农机装备工程
智能制造技术
材料工程
动力工程
核能工程
清洁能源技术
储能技术
海洋工程
市政工程（含给排水等）
人工环境工程（含供热、通风及空调等）
生物技术与工程
食品工程
道路交通运输
水路交通运输
航空交通运输
轨道交通运输
